Pressure_1,Pressure_2,input_state,feedback_state,labels
66.82603170865843,46.99482819940484,1,1,0
73.35277926306067,54.135136428051496,1,1,0
45.239440901411044,21.504212291738966,1,1,0
61.03688366003006,41.071687073367876,1,1,0
69.52505111029211,51.3464357602452,1,1,0
60.1856683451594,36.99039869748461,1,1,0
57.503152660915426,41.96212528386222,1,1,0
74.45505303722882,54.561810774559554,1,1,0
62.289612802285305,43.63082625201994,1,1,0
63.42620928883436,41.526069085106876,1,1,0
73.26134679162476,50.00904946308194,1,1,0
48.87518339691695,24.053487004429037,1,1,0
67.79675543464285,49.48167713340873,1,1,0
65.88979783945639,49.22590755300487,1,1,0
52.25333512104217,30.968995274508757,1,1,0
60.655421342082725,40.62689155608807,1,1,0
74.84421749390515,59.31555150052113,1,1,0
63.13911243124608,44.36572435072916,1,1,0
65.46810370948602,42.1213116465482,1,1,0
52.25382111288523,35.443573135397656,1,1,0
52.48898907133126,30.887762234902407,1,1,0
72.81997369668125,55.481217345619875,1,1,0
61.70103365165374,41.708374960554664,1,1,0
55.269619986629394,31.136113920443734,1,1,0
64.83366311252297,40.368559768953695,1,1,0
70.53113592123375,53.15935650880635,1,1,0
55.97116259110237,32.07360106358841,1,1,0
47.109885475761544,26.57496424865972,1,1,0
69.5124016550389,54.34027317001899,1,1,0
56.48895339288861,37.43270756883792,1,1,0
48.56928313864944,23.985330640977395,1,1,0
64.79773553788087,43.448123039725886,1,1,0
64.90112255364019,42.03332057627219,1,1,0
62.72732968159494,42.16636067970012,1,1,0
57.606857856994665,35.64578921949155,1,1,0
72.1109616756645,56.59257443985801,1,1,0
73.66438916783939,57.10101236687847,1,1,0
63.39787524908435,42.13861848491051,1,1,0
74.83950864511908,53.07619179994204,1,1,0
46.26189626242927,24.599081468646496,1,1,0
67.78627592844059,49.11941464054627,1,1,0
64.63578997497763,42.71038014822065,1,1,0
69.9640209278893,45.92043166890892,1,1,0
64.30114934206864,48.00504720675106,1,1,0
68.51116344723437,47.55745883922722,1,1,0
72.46489507995942,52.9024266550688,1,1,0
58.707104859507055,38.180648805335046,1,1,0
59.52148918106654,37.27790351937525,1,1,0
47.06842506992706,25.82272061175787,1,1,0
64.06096034451548,44.51578711006441,1,1,0
67.89078702490792,47.25296150614204,1,1,0
47.608299554946626,26.915672421906084,1,1,0
55.83020838568572,31.9182081090822,1,1,0
47.1717166338132,31.82017266497736,1,1,0
54.19522746103905,29.550181641335136,1,1,0
54.59161845563914,35.7922403406353,1,1,0
48.30728567997589,32.3271740808141,1,1,0
45.221416331719,25.981719082693843,1,1,0
49.04099861102982,32.04736905521471,1,1,0
53.76979448922885,30.878807825311906,1,1,0
57.729714734724936,33.824443451956455,1,1,0
60.39627205832909,41.1137515072006,1,1,0
55.3840370886794,39.359009850311125,1,1,0
53.73213209804595,30.170750907380008,1,1,0
48.158287239073296,31.92044556149693,1,1,0
63.337402206008456,41.16093385211923,1,1,0
73.80172389511523,53.06436302929747,1,1,0
45.73744092869496,25.125160946867577,1,1,0
71.04327541400073,54.167309276801205,1,1,0
68.08942356876312,47.10896217253667,1,1,0
48.36030753869095,28.559509002110538,1,1,0
66.9825602629086,47.186391039365496,1,1,0
63.013320981024464,40.571944745845485,1,1,0
58.75795582307378,37.61888460650428,1,1,0
55.88851061357049,37.605138195050486,1,1,0
74.85695411086851,50.954543998510076,1,1,0
46.93714424593584,24.6087698171754,1,1,0
59.41837651670674,37.05021438403325,1,1,0
63.35854396556557,46.22810673647165,1,1,0
69.43786319127378,51.861532394572514,1,1,0
71.22596934744674,48.845358849107114,1,1,0
73.96303486529646,53.91840297463135,1,1,0
64.33961690927573,47.07405710420048,1,1,0
59.66316626990883,44.12350624692178,1,1,0
50.75394030650362,33.605016070851846,1,1,0
67.79484339996336,46.89989364696673,1,1,0
71.3222845239237,53.07619836799246,1,1,0
63.39504506898926,41.88983380509054,1,1,0
72.53950159062383,53.23029153209916,1,1,0
56.16529452529496,38.894044368583316,1,1,0
61.19962867184839,43.91149036876241,1,1,0
61.9449471474233,37.0856001917298,1,1,0
68.87806124230596,47.5686713645097,1,1,0
45.679498065622504,28.759405361562024,1,1,0
54.453983638296855,35.935723579780216,1,1,0
72.34665447245054,51.695360146087445,1,1,0
61.020047735335226,36.55755902800357,1,1,0
69.58849402955867,50.43530464816441,1,1,0
74.61520491187507,57.04537971894183,1,1,0
51.844670298540294,33.53018042653153,1,1,0
71.04458121220418,50.20598494843206,1,1,0
61.40612992795131,44.379925649331255,1,1,0
47.93155653277815,29.60960984537911,1,1,0
52.353125374116644,29.14100717368006,1,1,0
73.83524765909218,50.47203515347786,1,1,0
63.35443211183676,42.41313143777168,1,1,0
68.7012185502752,51.43182454172699,1,1,0
47.98861087666185,31.223319620196314,1,1,0
60.9790690088047,37.82451105007764,1,1,0
56.47292912829048,37.77507849218654,1,1,0
48.493881136669714,29.93357844531237,1,1,0
47.77182821856401,30.55450639906023,1,1,0
51.15686966727341,31.18583955967816,1,1,0
58.85617602980368,40.17683104500742,1,1,0
55.72625281123468,35.00098791948975,1,1,0
71.5347660995492,52.08757528866425,1,1,0
54.569123396535545,35.76201389924118,1,1,0
50.46627793427532,28.695411328782164,1,1,0
73.0696540786386,49.38061289409041,1,1,0
47.683989102080524,32.055282984043316,1,1,0
48.94501998802758,24.32564790402639,1,1,0
48.59332236018051,27.659602522514128,1,1,0
49.67500437742527,26.321600429247034,1,1,0
60.630553706370684,40.19318951337269,1,1,0
64.69368547980575,45.77547933278667,1,1,0
59.61437814262311,43.8789041429811,1,1,0
61.35967227306422,45.064160326663824,1,1,0
63.0627127195145,40.485279175349554,1,1,0
59.313265745184424,34.80834235855939,1,1,0
72.17659243966318,53.040424682397834,1,1,0
60.96243750017985,44.140650783301226,1,1,0
47.25279554936137,25.366416018874443,1,1,0
53.31001751868439,29.810998889701963,1,1,0
65.84960182166327,45.94705363202952,1,1,0
72.0921437623198,50.47146784801849,1,1,0
69.66883012917717,52.05226183005293,1,1,0
54.19312696008846,32.835047600708236,1,1,0
47.57275445474268,24.91356691042674,1,1,0
46.47979336519286,22.409491159092823,1,1,0
62.42256987936492,43.110989836639234,1,1,0
73.97452695751453,51.25711979894438,1,1,0
73.05712866157674,51.28122184722943,1,1,0
51.78020045037503,34.311986369349654,1,1,0
52.21982752628413,32.406960020515925,1,1,0
48.01048396083552,29.202174429558347,1,1,0
62.87029258948069,45.667887744655566,1,1,0
48.94343409794192,27.67300806729854,1,1,0
67.4042625229851,49.715174554768176,1,1,0
65.3557769481568,45.721442212381,1,1,0
65.37482665000846,41.68098320297484,1,1,0
45.82494302842582,21.583104029975807,1,1,0
74.65249959301352,56.1251970536129,1,1,0
68.31662068949721,49.176705051306236,1,1,0
70.37162290126682,52.09208324932074,1,1,0
61.90680725617605,38.708726886411554,1,1,0
69.620073088585,53.73396019144403,1,1,0
57.442902864287355,39.411365189628015,1,1,0
52.069107886660724,30.20810333865237,1,1,0
47.88894895139465,29.63742368263522,1,1,0
64.83093521236471,47.67706340839254,1,1,0
54.90813223923111,32.514946417608606,1,1,0
57.78531863571704,37.77744354012607,1,1,0
74.62430617437577,58.07186265095018,1,1,0
60.98168226123929,37.251123786145314,1,1,0
59.603538209668876,39.39602136493283,1,1,0
74.37997987212619,51.61034417278986,1,1,0
58.05740912529709,42.70465486129259,1,1,0
68.19664164719876,49.774368010390404,1,1,0
56.03795603443214,38.47457057631149,1,1,0
51.47987783514338,27.188740805480954,1,1,0
56.33474662634831,36.38482215980638,1,1,0
61.95101444252707,39.54729304848609,1,1,0
52.77784893819181,31.83778222661105,1,1,0
56.85980359003851,33.89894786898412,1,1,0
56.41320603714935,34.31182060385244,1,1,0
69.763076607773,46.5555467708153,1,1,0
58.72139161558249,38.370188498688705,1,1,0
56.616451211180745,40.08442584512015,1,1,0
46.067720569794254,30.746148229354908,1,1,0
56.224642081647296,33.04760672627684,1,1,0
45.42541691314624,28.674580174858658,1,1,0
50.13337101076925,26.378999379626016,1,1,0
71.37793611411782,47.936924544995975,1,1,0
68.00588648620486,51.423370942644794,1,1,0
74.36720374634537,52.58256432020485,1,1,0
71.85076071660696,51.15146034082366,1,1,0
73.50182080214722,48.661684973743846,1,1,0
49.32656193698905,32.56851230889316,1,1,0
59.2868583034288,42.956667470244625,1,1,0
73.05724021706854,57.47121834894059,1,1,0
51.93213324538962,27.691017034726713,1,1,0
57.709237335304195,34.39738600261087,1,1,0
58.708324303146576,42.117948913561555,1,1,0
70.63581174806298,48.490300605137605,1,1,0
66.3135071642883,46.10632042800397,1,1,0
68.01529760445663,46.48163928486866,1,1,0
50.47311109046892,26.764560432071384,1,1,0
64.21883467477467,43.204935816596716,1,1,0
47.158124694776106,26.390386628980735,1,1,0
57.21386052517561,34.86789798395188,1,1,0
69.48690918766496,54.05785603482808,1,1,0
47.09596475215884,29.102873812519427,1,1,0
52.71574139774586,32.73727033108898,1,1,0
51.67865598116724,29.239391408839584,1,1,0
49.97935587596369,28.612506370618945,1,1,0
71.69488412006822,50.41891072778571,1,1,0
61.35865972768353,45.54069055196416,1,1,0
66.86826804945576,48.03942924310561,1,1,0
72.33013241198687,53.43645507396038,1,1,0
69.16591248025065,51.39857132891354,1,1,0
49.510597450205005,26.902757957913536,1,1,0
67.7176848248808,48.64870482204664,1,1,0
51.13003525029792,31.58824933566318,1,1,0
45.80177190151679,28.822452347160226,1,1,0
72.90804832071414,51.13428893590574,1,1,0
73.45209177942098,51.75871047252436,1,1,0
63.97789204511848,48.703798505645345,1,1,0
74.47297462231917,50.80387893837436,1,1,0
65.20251404572187,48.3182470148028,1,1,0
49.932959130859444,31.19005853825213,1,1,0
49.1919521505888,32.56144832917315,1,1,0
54.585189443311876,37.096290711333694,1,1,0
70.26117093293645,52.076852337655744,1,1,0
47.63516337223531,24.345753378399465,1,1,0
58.108022339843444,39.264398926597025,1,1,0
60.967036016949045,37.57665310964664,1,1,0
46.560752610457136,31.323390005912337,1,1,0
56.19779797986313,31.307642352832012,1,1,0
46.4937783941375,30.312766588053513,1,1,0
58.7253553821449,38.322259703875524,1,1,0
65.62400472871794,43.4253718423124,1,1,0
62.88103538482241,43.304602493306604,1,1,0
55.79002963407645,37.954354779493535,1,1,0
46.714172226904,23.750286835334116,1,1,0
56.13063781343898,37.77983739221468,1,1,0
65.0390975862793,49.465419145581535,1,1,0
74.35341752796874,52.138211509995116,1,1,0
68.09828902373583,43.84574835661108,1,1,0
50.52614379003749,25.619572123774283,1,1,0
69.67099936092589,53.364112822091215,1,1,0
69.52283943482763,53.6427863197548,1,1,0
69.18469544516758,45.330026785889004,1,1,0
57.2797852014543,41.00026554402546,1,1,0
64.50986981516002,42.27053903661603,1,1,0
67.85716128375181,47.30409948496893,1,1,0
67.8520069465015,52.44316582822055,1,1,0
47.4721836944349,23.2290625079158,1,1,0
57.226554424109764,35.22820166935419,1,1,0
60.96519967212419,40.98782857988354,1,1,0
47.68623202746925,27.132020882477743,1,1,0
61.62920784702265,40.95262022717385,1,1,0
59.5370035061079,35.15367080452101,1,1,0
49.633649489582304,27.213727090534483,1,1,0
74.30033796521582,53.86134578626056,1,1,0
66.50609292743074,42.77079728431869,1,1,0
69.65926916126473,53.827661970827705,1,1,0
61.81663255382938,41.01389636289775,1,1,0
52.98122219879351,37.01011473083188,1,1,0
58.06944034121865,39.822618683892756,1,1,0
46.66489981336772,29.81786129659383,1,1,0
62.04795897224771,43.06794363048634,1,1,0
66.42133801112269,44.37795597344169,1,1,0
53.59928809593459,34.19085405980502,1,1,0
63.7507197832681,40.951502524103816,1,1,0
65.44391588619881,49.418847777134026,1,1,0
66.74125281552686,50.02621539118953,1,1,0
72.54966313497783,53.36805664745863,1,1,0
46.36201786256951,22.589248514079436,1,1,0
53.82864041883395,30.9015113907401,1,1,0
51.582113407575086,29.541862208983876,1,1,0
45.63105355434399,21.22402542670128,1,1,0
48.62161018430516,28.64124476389577,1,1,0
74.87977772745857,50.91498907994219,1,1,0
69.66795159732914,53.42427339985625,1,1,0
70.6262627764603,50.45829992148903,1,1,0
49.82245022607878,26.093829606253678,1,1,0
48.38788087733077,29.722649307237276,1,1,0
70.47120609703092,53.61695077707316,1,1,0
50.62948695403509,35.519608164520825,1,1,0
49.86111687953757,26.324888299336443,1,1,0
50.843528314088445,31.23635264397683,1,1,0
58.7078187095871,39.286336728220085,1,1,0
65.29395800385817,48.432915735698145,1,1,0
54.18753190063944,37.86846545323523,1,1,0
48.06599100555015,28.821649019501777,1,1,0
48.548398710522314,26.03426271492722,1,1,0
46.376360440018566,30.84203978141156,1,1,0
70.23880674071171,53.800674312529026,1,1,0
68.64339984027009,48.91828098817849,1,1,0
69.17592076423287,46.10388467654084,1,1,0
65.89131832221568,45.96070485397421,1,1,0
59.25413812631853,34.823488379922324,1,1,0
66.7945265338198,49.474251670686805,1,1,0
49.044729042367216,24.199771519203885,1,1,0
53.92267493077107,37.691653788128605,1,1,0
64.06930426558166,44.88646517240126,1,1,0
52.90962743177679,36.65702201947041,1,1,0
48.13652880251596,28.01508690341155,1,1,0
55.46517691384792,39.89196921306849,1,1,0
71.18055095478653,54.546984724442595,1,1,0
63.28883942142573,41.335785976009454,1,1,0
53.381452212828684,35.285806523608606,1,1,0
74.72281892656758,55.495035816391464,1,1,0
67.2701415202392,52.19987280217157,1,1,0
71.8228350929117,56.26699845352395,1,1,0
70.71727408267952,48.33523965795809,1,1,0
50.081435892049825,31.9310395495247,1,1,0
58.23934604709348,41.4107289093935,1,1,0
64.7447206747882,46.98528959332015,1,1,0
54.03648569748512,35.60479056012743,1,1,0
62.34195269782208,46.210915835322396,1,1,0
67.32423450718139,48.65120380221123,1,1,0
66.8619924407193,49.81332505907238,1,1,0
70.67779254338956,47.41719269508767,1,1,0
58.69886200416681,38.43381107909002,1,1,0
66.94760918788532,50.497649170147525,1,1,0
56.01537302005991,31.415465461658563,1,1,0
61.40409952412621,36.50601916542068,1,1,0
72.5564290531002,53.3067771166102,1,1,0
59.72320251861558,41.98674921038017,1,1,0
61.539927324819864,42.176298549791674,1,1,0
49.95591756372248,27.960421706214674,1,1,0
74.71937162308872,52.3642684603072,1,1,0
51.79252887530805,27.17018542913131,1,1,0
72.6699904403453,51.886860059619565,1,1,0
73.71508491531067,54.85853961572449,1,1,0
65.37879784336582,42.20212268674616,1,1,0
71.20075019990246,53.160052116959974,1,1,0
71.08919244049339,49.51329668340661,1,1,0
58.54593283000912,38.02495462705155,1,1,0
51.552181498865764,28.395906617165423,1,1,0
61.240073772176174,43.23851643293697,1,1,0
60.824490673285524,42.76756567718495,1,1,0
59.7392873606931,42.84853017305719,1,1,0
68.95453209486863,48.10392128179492,1,1,0
53.065665110848585,30.740832500790827,1,1,0
70.82981536406939,52.68109925047156,1,1,0
50.61870255130251,34.49625987926691,1,1,0
56.804959444377516,38.9036306255874,1,1,0
47.5690570976855,29.26296414590971,1,1,0
63.298871838145885,46.59172484344958,1,1,0
62.5872143383352,43.60741948490427,1,1,0
64.59619992922768,45.26738996697568,1,1,0
69.93062323869395,50.6169481109228,1,1,0
54.08217756633209,29.986487168137863,1,1,0
48.480083762814004,31.159530450275415,1,1,0
74.97213221402421,51.08392936180594,1,1,0
67.63977074764534,47.70753763123376,1,1,0
56.4835237776558,38.417073109342525,1,1,0
69.30071137905801,51.837337998767,1,1,0
62.49950891192307,47.3346491544421,1,1,0
60.8891760338891,42.90493586515634,1,1,0
56.25149858606038,32.892412359508114,1,1,0
70.80915783568483,52.242113894931585,1,1,0
73.98648193560702,55.70512981266475,1,1,0
63.47898953855935,39.638421216424604,1,1,0
68.20897630293932,45.60084926451808,1,1,0
68.10840030362677,47.7223875132374,1,1,0
52.311285429148775,32.82055255258996,1,1,0
49.12607400105695,33.90250514566726,1,1,0
69.23849345899933,49.262662518683086,1,1,0
59.505175934176364,35.26759487048626,1,1,0
58.98350533751947,42.542344986793665,1,1,0
63.262717543338795,47.589457839949496,1,1,0
70.87851691911133,54.72917135696672,1,1,0
65.75118693107244,46.788889931005045,1,1,0
46.071462447822775,28.04283130217893,1,1,0
56.615467240051906,39.48036246243126,1,1,0
66.86745936390764,51.340886053252845,1,1,0
54.83647055953043,30.624392958701396,1,1,0
56.34563728785925,33.53814000734242,1,1,0
61.37093562901392,37.20833079342023,1,1,0
62.522102569334734,46.89081344341133,1,1,0
58.715017109393884,39.413153216877184,1,1,0
60.23581294811544,36.14523485343536,1,1,0
63.599257582667576,46.346805578381776,1,1,0
49.37336706191871,31.923567750468752,1,1,0
51.48475055979758,34.62847081864376,1,1,0
65.56596988957644,42.48841431657665,1,1,0
70.63734476352671,52.78603426688251,1,1,0
58.09460934287402,34.4535056314819,1,1,0
48.109231932229775,25.462301635945707,1,1,0
71.7651405635705,51.076614022563774,1,1,0
49.848405992864656,30.461286290348784,1,1,0
74.35010797667739,55.88404309844985,1,1,0
68.91503236910039,51.441132182373906,1,1,0
64.14333867298842,47.30779597979068,1,1,0
49.33395421735318,27.811301539997324,1,1,0
47.07686091048992,25.108221330145284,1,1,0
53.70149156383312,37.9507467187718,1,1,0
72.89156890287859,52.66667057661064,1,1,0
72.01342743560588,55.50869668004334,1,1,0
68.81772859557931,46.69910910754475,1,1,0
45.81454750044948,30.17968615690055,1,1,0
60.266766001991,41.19137979835223,1,1,0
67.16404827751776,52.13812856159443,1,1,0
58.510331977644185,37.15492179648482,1,1,0
49.888521281494334,27.58077149844718,1,1,0
62.4542651747759,47.01890774348527,1,1,0
52.27477375904811,27.876545442026092,1,1,0
45.45857735365052,29.83067110825301,1,1,0
60.70367663479589,35.835018680119276,1,1,0
72.32395488765196,52.086199732010364,1,1,0
48.30668611265481,27.601537485226697,1,1,0
68.18423324526168,45.56420673869869,1,1,0
67.83042810256194,46.620673576963746,1,1,0
69.85616570770271,50.893132207726126,1,1,0
59.520955246687365,34.66163577517378,1,1,0
50.02435067640141,28.817828198456855,1,1,0
50.859358636118785,26.39944606279604,1,1,0
69.635054906395,44.65558942702444,1,1,0
74.24047821335742,55.563445018773756,1,1,0
66.19160378147927,45.45975428497612,1,1,0
65.09948318821739,46.97270099870671,1,1,0
71.96615439727636,56.961423698033755,1,1,0
63.957504314281785,44.23598566000503,1,1,0
70.38188949911134,47.04819402389401,1,1,0
69.26643509904747,47.106988838157605,1,1,0
51.176647047046686,30.942033201213544,1,1,0
54.44715097536482,29.740266841578553,1,1,0
64.87525972423421,44.48139155186363,1,1,0
46.08010179564693,27.419291994065738,1,1,0
66.93622598453766,42.83001310718461,1,1,0
69.78910403069237,48.71516634264375,1,1,0
52.63997696994377,34.254669636834386,1,1,0
62.07872901423474,43.876932636899696,1,1,0
49.05576962312847,31.991316979740976,1,1,0
58.0752347795806,35.19472648821762,1,1,0
45.98819077256232,22.488458650426633,1,1,0
57.503518138279354,41.69846636300875,1,1,0
74.92267474193397,53.9023950284372,1,1,0
45.36249838635929,25.112419539867805,1,1,0
47.36546425899238,31.067705474450836,1,1,0
67.3818901581796,51.99671514076183,1,1,0
56.11473316772708,39.7244935714442,1,1,0
58.01209360632088,37.25112099489954,1,1,0
64.87275789622541,45.8612252367343,1,1,0
73.89664992281539,58.54674458136143,1,1,0
56.597301071802306,37.625618899189405,1,1,0
50.55246818285867,35.00208894463185,1,1,0
55.60192518125069,37.96253080819531,1,1,0
74.70853415726219,58.6917586982981,1,1,0
57.048655219818585,32.498067136774296,1,1,0
52.97964718182027,30.277447536451426,1,1,0
52.361540671334346,35.462473435372296,1,1,0
63.26781416909951,40.544217014071705,1,1,0
60.40258573811055,42.606068325608895,1,1,0
61.02498996846165,45.14811490252431,1,1,0
68.24022440365736,48.08941547560971,1,1,0
64.02238827057077,40.71822034429071,1,1,0
65.4005831549396,49.3074183209434,1,1,0
56.77656146372553,34.87141899932534,1,1,0
63.623834015504684,39.14149680449555,1,1,0
53.04938438309684,33.61020111631797,1,1,0
47.264605576116615,26.806324750133136,1,1,0
52.10612271234148,36.53248970186028,1,1,0
57.76223609174271,37.99048463972214,1,1,0
52.80908771182908,36.571261839073934,1,1,0
62.08957130189512,44.43481709075917,1,1,0
50.99979149881246,34.52829394328144,1,1,0
62.29786867765362,40.560806911677744,1,1,0
74.7112240839997,59.6729641439986,1,1,0
48.274278419739495,32.52759935268781,1,1,0
67.67448711269219,49.02182790159,1,1,0
71.51404716695586,55.517902531543285,1,1,0
66.41124629199031,47.08616226874719,1,1,0
56.57094357244574,40.95107705478374,1,1,0
74.90815993754875,52.02384976061532,1,1,0
66.86944044636172,45.65497985598364,1,1,0
55.5281646163963,34.4982231212734,1,1,0
45.72484727431777,26.98535253548163,1,1,0
49.13537454042559,29.79847891724286,1,1,0
46.00999516153771,24.5918263655765,1,1,0
46.00196689279171,28.92395941218185,1,1,0
67.8280980185964,49.78924431453872,1,1,0
69.46884463761714,45.65972125956232,1,1,0
53.368798319873854,37.89783292110814,1,1,0
53.419685412260876,33.786757511698454,1,1,0
70.72403659079254,46.756325527442954,1,1,0
48.87157927498359,28.214046647725404,1,1,0
48.182785424305706,30.09786752062019,1,1,0
69.64631579294284,50.417369393131516,1,1,0
55.37214689908464,32.972604201308215,1,1,0
65.67833227058792,49.70558165208613,1,1,0
54.61895526538453,37.84437284730233,1,1,0
73.14493966417987,48.32404637598515,1,1,0
67.96770093624582,49.655700344430244,1,1,0
68.10877304811638,43.22050013530124,1,1,0
73.76163386720239,51.083020731920435,1,1,0
51.094515323743536,26.9775126200038,1,1,0
58.452557971106835,40.71077004186833,1,1,0
74.65195805280145,52.89009100679051,1,1,0
45.398444266022615,24.808938393589173,1,1,0
60.858463680018936,39.42804429083797,1,1,0
48.98800019552544,24.579657077781135,1,1,0
73.74831856191541,58.45750521239742,1,1,0
50.6946107109477,33.482117487170896,1,1,0
73.89343367939439,57.72404438360449,1,1,0
55.26839853233338,31.963754442538402,1,1,0
65.91197001779935,49.820627012143824,1,1,0
70.47953084074321,45.58298999045091,1,1,0
58.26761669695835,39.10408383649124,1,1,0
74.88375013947734,54.13463208331299,1,1,0
54.78419886895902,35.40928062615518,1,1,0
45.78959014895928,29.977921620332793,1,1,0
60.535081569126675,43.09673384609044,1,1,0
68.31330194180273,48.976051327115236,1,1,0
49.39316087234903,28.357994415797023,1,1,0
56.912689943475996,37.601756023036224,1,1,0
62.801545711850636,40.49423991384029,1,1,0
72.33997841067854,50.09258944292324,1,1,0
50.76420804467492,34.678489024794935,1,1,0
62.239485278077126,40.50251970049595,1,1,0
71.18046338910716,53.58756645204471,1,1,0
54.077511680949826,36.05497647049967,1,1,0
64.5897825624503,43.67080056585597,1,1,0
49.25020562370962,31.11725059688816,1,1,0
46.80628237824033,23.00873160554236,1,1,0
73.13632910149099,55.44355878952582,1,1,0
72.12219665773259,52.298616328289015,1,1,0
45.25305210890883,24.803490991342493,1,1,0
46.656621512083206,26.30966543168944,1,1,0
60.37762546808154,39.97151896884709,1,1,0
54.206018532293605,29.5044337108748,1,1,0
55.71350763017158,39.85506328139017,1,1,0
65.10754232318318,43.38943019733576,1,1,0
50.490382899149765,35.30442278785577,1,1,0
49.69313245893035,33.50386564698673,1,1,0
69.44812115901092,46.216090154669295,1,1,0
55.93680810381092,38.703503527392996,1,1,0
68.01271535263324,45.664037607100624,1,1,0
65.89095784285364,50.19664330885228,1,1,0
45.21576324870803,29.213206170347764,1,1,0
51.41092448913638,34.403992684722326,1,1,0
63.25181589994338,47.65630816796472,1,1,0
68.17795131933616,44.724618975750474,1,1,0
68.0243983425153,51.190464070015715,1,1,0
52.780619980447625,29.913831351270495,1,1,0
63.51294590636983,44.386203259235316,1,1,0
74.8235256011348,55.529565795729766,1,1,0
50.20289444843384,31.06175677397643,1,1,0
53.35550860972281,35.62509067467221,1,1,0
66.49724769437606,45.990458925949525,1,1,0
64.1356050053103,40.28554218214642,1,1,0
60.825792415248046,40.00060714205189,1,1,0
54.10745254495451,32.601902248455666,1,1,0
70.20567105176067,52.507183634270234,1,1,0
53.151624815664235,32.93302864986328,1,1,0
64.5998917377307,44.12983503516618,1,1,0
51.50436000361602,30.16239640153514,1,1,0
66.99665862439208,44.25926124781333,1,1,0
60.80048882174178,40.31984747249432,1,1,0
62.86895882255229,43.52137787348316,1,1,0
49.85401751184492,27.97434914196078,1,1,0
65.06740905590277,45.41712201831288,1,1,0
68.97802267240888,47.277338128794376,1,1,0
53.393162898177344,35.66535009772349,1,1,0
66.71905080398598,46.37850047471515,1,1,0
60.85498043731057,35.95490552404138,1,1,0
56.65130684646088,39.157843301983206,1,1,0
73.12615709196979,54.96625727676012,1,1,0
50.1455699277314,32.75735522927626,1,1,0
51.2483283632852,31.023050361123296,1,1,0
64.68007373521243,43.16371940601464,1,1,0
71.31936195754588,48.19266831979466,1,1,0
59.394198707093764,43.278214833764835,1,1,0
52.70196840437789,35.977983520707376,1,1,0
51.679207879529386,32.2478182367419,1,1,0
52.071593427543256,27.586665475498528,1,1,0
54.506284008410034,34.25103718500614,1,1,0
73.49091056087,54.2823613386404,1,1,0
62.4991130406795,43.007476541588446,1,1,0
